TimeYears,TimeLabel,Metric,Policy,StateVariable,StateValue,StateValuePlot,DeltaValue
0.0,t=0y,dK_0.5y,Passive q,r,0.0675,6.75,47.75640381719148
0.0,t=0y,dK_0.5y,Passive q,r,0.07,7.000000000000001,47.64761547366203
0.0,t=0y,dK_0.5y,Passive q,r,0.07250000000000001,7.250000000000001,47.647615473662086
0.0,t=0y,dK_0.5y,Passive q,r,0.075,7.5,46.65711731325928
0.0,t=0y,dK_0.5y,Passive q,r,0.0775,7.75,44.1137404297491
0.0,t=0y,dK_0.5y,Passive q,r,0.08,8.0,41.00798298353425
0.0,t=0y,dK_0.5y,Passive q,K,-25.0,-25.0,47.90547179127202
0.0,t=0y,dK_0.5y,Passive q,K,-22.5,-22.5,47.90547179127202
0.0,t=0y,dK_0.5y,Passive q,K,-20.0,-20.0,47.90547179127202
0.0,t=0y,dK_0.5y,Passive q,K,-17.5,-17.5,47.90547179127202
0.0,t=0y,dK_0.5y,Passive q,K,-15.0,-15.0,47.90547179127202
0.0,t=0y,dK_0.5y,Passive q,K,-12.5,-12.5,47.90547179127202
0.0,t=0y,dK_0.5y,Passive q,K,-10.0,-10.0,47.90547179127202
0.0,t=0y,dK_0.5y,Passive q,K,-7.5,-7.5,47.90547179127202
0.0,t=0y,dK_0.5y,Passive q,K,-5.0,-5.0,47.90547179127208
0.0,t=0y,dK_0.5y,Passive q,K,-2.5,-2.5,47.90547179127208
0.0,t=0y,dK_0.5y,Passive q,K,0.0,0.0,47.90547179127208
0.0,t=0y,dK_0.5y,Passive q,K,2.5,2.5,47.90547179127208
0.0,t=0y,dK_0.5y,Passive q,K,5.0,5.0,47.90547179127208
0.0,t=0y,dK_0.5y,Passive q,K,7.5,7.5,47.90547179127208
0.0,t=0y,dK_0.5y,Passive q,K,10.0,10.0,53.06204782136796
0.0,t=0y,dK_0.5y,Passive q,K,12.5,12.5,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,K,15.0,15.0,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,K,17.5,17.5,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,K,20.0,20.0,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,K,22.5,22.5,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,K,25.0,25.0,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,K,27.5,27.5,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,K,30.0,30.0,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,K,32.5,32.5,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,K,35.0,35.0,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,q,0.0,0.0,0.0
0.0,t=0y,dK_0.5y,Passive q,q,5.0,5.0,2.3952735895635984
0.0,t=0y,dK_0.5y,Passive q,q,10.0,10.0,4.790547179127196
0.0,t=0y,dK_0.5y,Passive q,q,15.0,15.0,7.185820768690794
0.0,t=0y,dK_0.5y,Passive q,q,20.0,20.0,9.581094358254392
0.0,t=0y,dK_0.5y,Passive q,q,25.0,25.0,11.97636794781799
0.0,t=0y,dK_0.5y,Passive q,q,30.0,30.0,14.37164153738159
0.0,t=0y,dK_0.5y,Passive q,q,35.0,35.0,16.766915126945186
0.0,t=0y,dK_0.5y,Passive q,q,40.0,40.0,19.162188716508783
0.0,t=0y,dK_0.5y,Passive q,q,45.0,45.0,21.55746230607238
0.0,t=0y,dK_0.5y,Passive q,q,50.0,50.0,23.95273589563598
0.0,t=0y,dK_0.5y,Passive q,q,55.0,55.0,26.348009485199576
0.0,t=0y,dK_0.5y,Passive q,q,60.0,60.0,28.74328307476318
0.0,t=0y,dK_0.5y,Passive q,q,65.0,65.0,31.13855666432677
0.0,t=0y,dK_0.5y,Passive q,q,70.0,70.0,33.53383025389037
0.0,t=0y,dK_0.5y,Passive q,q,75.0,75.0,35.92910384345397
0.0,t=0y,dK_0.5y,Passive q,q,80.0,80.0,38.32437743301757
0.0,t=0y,dK_0.5y,Passive q,q,85.0,85.0,40.71965102258117
0.0,t=0y,dK_0.5y,Passive q,q,90.0,90.0,43.11492461214476
0.0,t=0y,dK_0.5y,Passive q,q,95.0,95.0,45.51019820170836
0.0,t=0y,dK_0.5y,Passive q,q,100.0,100.0,47.90547179127196
0.0,t=0y,dK_0.5y,Passive q,q,105.0,105.0,52.4665073134759
0.0,t=0y,dK_0.5y,Passive q,q,110.0,110.0,54.964912423641444
0.0,t=0y,dK_0.5y,Passive q,q,115.0,115.0,57.46331753380694
0.0,t=0y,dK_0.5y,Passive q,q,120.0,120.0,59.96172264397249
0.0,t=0y,dK_0.5y,Passive q,q,125.0,125.0,62.46012775413797
0.0,t=0y,dK_0.5y,Passive q,q,130.0,130.0,66.29924263212853
0.0,t=0y,dK_0.5y,Passive q,q,135.0,135.0,68.84921350259496
0.0,t=0y,dK_0.5y,Passive q,q,140.0,140.0,71.39918437306147
0.0,t=0y,dK_0.5y,CAR-target,r,-0.03,-3.0,44.63008242388605
0.0,t=0y,dK_0.5y,CAR-target,r,-0.0275,-2.75,48.257638161552265
0.0,t=0y,dK_0.5y,CAR-target,r,-0.024999999999999998,-2.5,51.2513309466083
0.0,t=0y,dK_0.5y,CAR-target,r,-0.0225,-2.25,52.48107061687331
0.0,t=0y,dK_0.5y,CAR-target,r,-0.019999999999999997,-1.9999999999999998,52.580720124957494
0.0,t=0y,dK_0.5y,CAR-target,r,-0.017499999999999998,-1.7499999999999998,52.805686309982775
0.0,t=0y,dK_0.5y,CAR-target,r,-0.015,-1.5,53.054375151009275
0.0,t=0y,dK_0.5y,CAR-target,r,-0.012499999999999997,-1.2499999999999998,53.17831459899314
0.0,t=0y,dK_0.5y,CAR-target,r,-0.009999999999999998,-0.9999999999999999,53.27909867487481
0.0,t=0y,dK_0.5y,CAR-target,r,-0.0075,-0.75,53.37988275075644
0.0,t=0y,dK_0.5y,CAR-target,r,-0.0049999999999999975,-0.4999999999999998,53.48066682663792
0.0,t=0y,dK_0.5y,CAR-target,r,-0.0024999999999999988,-0.2499999999999999,53.581450902519634
0.0,t=0y,dK_0.5y,CAR-target,r,0.0,0.0,53.68223497840118
0.0,t=0y,dK_0.5y,CAR-target,r,0.0025000000000000022,0.2500000000000002,53.78301905428275
0.0,t=0y,dK_0.5y,CAR-target,r,0.0050000000000000044,0.5000000000000004,53.88380313016435
0.0,t=0y,dK_0.5y,CAR-target,r,0.0075,0.75,53.984587206046
0.0,t=0y,dK_0.5y,CAR-target,r,0.010000000000000002,1.0000000000000002,54.08537128192752
0.0,t=0y,dK_0.5y,CAR-target,r,0.012500000000000004,1.2500000000000004,54.18615535780915
0.0,t=0y,dK_0.5y,CAR-target,r,0.015,1.5,54.28693943369082
0.0,t=0y,dK_0.5y,CAR-target,r,0.0175,1.7500000000000002,54.38772350957234
0.0,t=0y,dK_0.5y,CAR-target,r,0.020000000000000004,2.0000000000000004,54.48850758545393
0.0,t=0y,dK_0.5y,CAR-target,r,0.0225,2.25,54.58929166133555
0.0,t=0y,dK_0.5y,CAR-target,r,0.025,2.5,54.690075737217185
0.0,t=0y,dK_0.5y,CAR-target,r,0.027500000000000004,2.7500000000000004,54.79085981309871
0.0,t=0y,dK_0.5y,CAR-target,r,0.03,3.0,54.89164388898033
0.0,t=0y,dK_0.5y,CAR-target,r,0.0325,3.25,54.992427964861946
0.0,t=0y,dK_0.5y,CAR-target,r,0.035,3.5000000000000004,55.093212040743516
0.0,t=0y,dK_0.5y,CAR-target,r,0.037500000000000006,3.7500000000000004,55.17137326999672
0.0,t=0y,dK_0.5y,CAR-target,r,0.04000000000000001,4.000000000000001,55.09285430541772
0.0,t=0y,dK_0.5y,CAR-target,r,0.042499999999999996,4.25,54.9865661495263
0.0,t=0y,dK_0.5y,CAR-target,r,0.045,4.5,54.986566149526354
0.0,t=0y,dK_0.5y,CAR-target,r,0.0475,4.75,54.98656614952635
0.0,t=0y,dK_0.5y,CAR-target,r,0.05,5.0,54.9865661495263
0.0,t=0y,dK_0.5y,CAR-target,r,0.052500000000000005,5.250000000000001,54.9865661495263
0.0,t=0y,dK_0.5y,CAR-target,r,0.05500000000000001,5.500000000000001,54.98656614952634
0.0,t=0y,dK_0.5y,CAR-target,r,0.05750000000000001,5.750000000000001,54.986566149526425
0.0,t=0y,dK_0.5y,CAR-target,r,0.06,6.0,54.98656614952628
0.0,t=0y,dK_0.5y,CAR-target,r,0.0625,6.25,54.98656614952628
0.0,t=0y,dK_0.5y,CAR-target,r,0.065,6.5,54.96239837119569
0.0,t=0y,dK_0.5y,CAR-target,r,0.0675,6.75,54.80768458062977
0.0,t=0y,dK_0.5y,CAR-target,r,0.07,7.000000000000001,54.67713856839458
0.0,t=0y,dK_0.5y,CAR-target,r,0.07250000000000001,7.250000000000001,54.677138568394525
0.0,t=0y,dK_0.5y,CAR-target,r,0.075,7.5,53.488540775911076
0.0,t=0y,dK_0.5y,CAR-target,r,0.0775,7.75,50.43648851569907
0.0,t=0y,dK_0.5y,CAR-target,r,0.08,8.0,46.709579580241325
0.0,t=0y,dK_0.5y,CAR-target,K,-25.0,-25.0,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,-22.5,-22.5,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,-20.0,-20.0,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,-17.5,-17.5,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,-15.0,-15.0,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,-12.5,-12.5,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,-10.0,-10.0,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,-7.5,-7.5,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,-5.0,-5.0,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,-2.5,-2.5,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,0.0,0.0,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,2.5,2.5,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,5.0,5.0,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,7.5,7.5,40.82437743301773
0.0,t=0y,dK_0.5y,CAR-target,K,10.0,10.0,53.18355822114829
0.0,t=0y,dK_0.5y,CAR-target,K,12.5,12.5,54.245340118753404
0.0,t=0y,dK_0.5y,CAR-target,K,15.0,15.0,54.98656614952637
0.0,t=0y,dK_0.5y,CAR-target,K,17.5,17.5,54.98656614952637
0.0,t=0y,dK_0.5y,CAR-target,K,20.0,20.0,54.98656614952637
0.0,t=0y,dK_0.5y,CAR-target,K,22.5,22.5,54.98656614952637
0.0,t=0y,dK_0.5y,CAR-target,K,25.0,25.0,54.98656614952637
0.0,t=0y,dK_0.5y,CAR-target,K,27.5,27.5,54.98656614952637
0.0,t=0y,dK_0.5y,CAR-target,K,30.0,30.0,54.98656614952637
0.0,t=0y,dK_0.5y,CAR-target,K,32.5,32.5,54.98656614952637
0.0,t=0y,dK_0.5y,CAR-target,K,35.0,35.0,54.98656614952637
0.0,t=0y,dK_0.5y,CAR-target,q,0.0,0.0,7.081094358254404
0.0,t=0y,dK_0.5y,CAR-target,q,5.0,5.0,9.476367947817977
0.0,t=0y,dK_0.5y,CAR-target,q,10.0,10.0,11.871641537381606
0.0,t=0y,dK_0.5y,CAR-target,q,15.0,15.0,14.26691512694515
0.0,t=0y,dK_0.5y,CAR-target,q,20.0,20.0,16.66218871650878
0.0,t=0y,dK_0.5y,CAR-target,q,25.0,25.0,19.05746230607241
0.0,t=0y,dK_0.5y,CAR-target,q,30.0,30.0,21.452735895635954
0.0,t=0y,dK_0.5y,CAR-target,q,35.0,35.0,23.84800948519961
0.0,t=0y,dK_0.5y,CAR-target,q,40.0,40.0,26.243283074763184
0.0,t=0y,dK_0.5y,CAR-target,q,45.0,45.0,28.638556664326757
0.0,t=0y,dK_0.5y,CAR-target,q,50.0,50.0,31.033830253890386
0.0,t=0y,dK_0.5y,CAR-target,q,55.0,55.0,33.42910384345396
0.0,t=0y,dK_0.5y,CAR-target,q,60.0,60.0,35.82437743301756
0.0,t=0y,dK_0.5y,CAR-target,q,65.0,65.0,38.21965102258116
0.0,t=0y,dK_0.5y,CAR-target,q,70.0,70.0,40.61492461214479
0.0,t=0y,dK_0.5y,CAR-target,q,75.0,75.0,43.01019820170836
0.0,t=0y,dK_0.5y,CAR-target,q,80.0,80.0,45.405471791271964
0.0,t=0y,dK_0.5y,CAR-target,q,85.0,85.0,46.586735290487155
0.0,t=0y,dK_0.5y,CAR-target,q,90.0,90.0,48.44792378121641
0.0,t=0y,dK_0.5y,CAR-target,q,95.0,95.0,51.109037263459754
0.0,t=0y,dK_0.5y,CAR-target,q,100.0,100.0,54.690075737217185
0.0,t=0y,dK_0.5y,CAR-target,q,105.0,105.0,61.68519930980893
0.0,t=0y,dK_0.5y,CAR-target,q,110.0,110.0,63.065114640793546
0.0,t=0y,dK_0.5y,CAR-target,q,115.0,115.0,64.88499246753531
0.0,t=0y,dK_0.5y,CAR-target,q,120.0,120.0,66.98058144306896
0.0,t=0y,dK_0.5y,CAR-target,q,125.0,125.0,68.1779798559281
0.0,t=0y,dK_0.5y,CAR-target,q,130.0,130.0,82.69176534768494
0.0,t=0y,dK_0.5y,CAR-target,q,135.0,135.0,82.74673847998397
0.0,t=0y,dK_0.5y,CAR-target,q,140.0,140.0,77.23429755187681
0.0,t=0y,dK_0.5y,MtM-band,r,-0.03,-3.0,35.30638638682785
0.0,t=0y,dK_0.5y,MtM-band,r,-0.0275,-2.75,37.79099234379953
0.0,t=0y,dK_0.5y,MtM-band,r,-0.024999999999999998,-2.5,39.82569385060742
0.0,t=0y,dK_0.5y,MtM-band,r,-0.0225,-2.25,40.61809237892976
0.0,t=0y,dK_0.5y,MtM-band,r,-0.019999999999999997,-1.9999999999999998,40.6180923789297
0.0,t=0y,dK_0.5y,MtM-band,r,-0.017499999999999998,-1.7499999999999998,40.70512305375303
0.0,t=0y,dK_0.5y,MtM-band,r,-0.015,-1.5,40.808265580797126
0.0,t=0y,dK_0.5y,MtM-band,r,-0.012499999999999997,-1.2499999999999998,40.82437743301762
0.0,t=0y,dK_0.5y,MtM-band,r,-0.009999999999999998,-0.9999999999999999,40.82437743301762
0.0,t=0y,dK_0.5y,MtM-band,r,-0.0075,-0.75,40.82437743301756
0.0,t=0y,dK_0.5y,MtM-band,r,-0.0049999999999999975,-0.4999999999999998,40.8243774330175
0.0,t=0y,dK_0.5y,MtM-band,r,-0.0024999999999999988,-0.2499999999999999,41.1777263901584
0.0,t=0y,dK_0.5y,MtM-band,r,0.0,0.0,41.70090925918856
0.0,t=0y,dK_0.5y,MtM-band,r,0.0025000000000000022,0.2500000000000002,41.360453117928046
0.0,t=0y,dK_0.5y,MtM-band,r,0.0050000000000000044,0.5000000000000004,40.85016306477854
0.0,t=0y,dK_0.5y,MtM-band,r,0.0075,0.75,51.49668014305831
0.0,t=0y,dK_0.5y,MtM-band,r,0.010000000000000002,1.0000000000000002,58.200901657733965
0.0,t=0y,dK_0.5y,MtM-band,r,0.012500000000000004,1.2500000000000004,46.95821118260582
0.0,t=0y,dK_0.5y,MtM-band,r,0.015,1.5,50.78856238872817
0.0,t=0y,dK_0.5y,MtM-band,r,0.0175,1.7500000000000002,105.02228864445257
0.0,t=0y,dK_0.5y,MtM-band,r,0.020000000000000004,2.0000000000000004,146.06542537364305
0.0,t=0y,dK_0.5y,MtM-band,r,0.0225,2.25,81.49840696750792
0.0,t=0y,dK_0.5y,MtM-band,r,0.025,2.5,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,r,0.027500000000000004,2.7500000000000004,39.56110070281493
0.0,t=0y,dK_0.5y,MtM-band,r,0.03,3.0,-66.08847604511688
0.0,t=0y,dK_0.5y,MtM-band,r,0.0325,3.25,-62.48516403926138
0.0,t=0y,dK_0.5y,MtM-band,r,0.035,3.5000000000000004,31.151392516579932
0.0,t=0y,dK_0.5y,MtM-band,r,0.037500000000000006,3.7500000000000004,35.04852425736163
0.0,t=0y,dK_0.5y,MtM-band,r,0.04000000000000001,4.000000000000001,22.686140019959645
0.0,t=0y,dK_0.5y,MtM-band,r,0.042499999999999996,4.25,29.516426813545507
0.0,t=0y,dK_0.5y,MtM-band,r,0.045,4.5,40.85016306477854
0.0,t=0y,dK_0.5y,MtM-band,r,0.0475,4.75,40.28965476714422
0.0,t=0y,dK_0.5y,MtM-band,r,0.05,5.0,39.90060476714067
0.0,t=0y,dK_0.5y,MtM-band,r,0.052500000000000005,5.250000000000001,40.4482202488945
0.0,t=0y,dK_0.5y,MtM-band,r,0.05500000000000001,5.500000000000001,40.82437743301757
0.0,t=0y,dK_0.5y,MtM-band,r,0.05750000000000001,5.750000000000001,40.82437743301762
0.0,t=0y,dK_0.5y,MtM-band,r,0.06,6.0,40.8243774330175
0.0,t=0y,dK_0.5y,MtM-band,r,0.0625,6.25,40.82437743301752
0.0,t=0y,dK_0.5y,MtM-band,r,0.065,6.5,40.808265580797155
0.0,t=0y,dK_0.5y,MtM-band,r,0.0675,6.75,40.7051230537532
0.0,t=0y,dK_0.5y,MtM-band,r,0.07,7.000000000000001,40.618092378929674
0.0,t=0y,dK_0.5y,MtM-band,r,0.07250000000000001,7.250000000000001,40.61809237892973
0.0,t=0y,dK_0.5y,MtM-band,r,0.075,7.5,39.825693850607394
0.0,t=0y,dK_0.5y,MtM-band,r,0.0775,7.75,37.79099234379933
0.0,t=0y,dK_0.5y,MtM-band,r,0.08,8.0,35.306386386827626
0.0,t=0y,dK_0.5y,MtM-band,K,-25.0,-25.0,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,-22.5,-22.5,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,-20.0,-20.0,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,-17.5,-17.5,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,-15.0,-15.0,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,-12.5,-12.5,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,-10.0,-10.0,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,-7.5,-7.5,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,-5.0,-5.0,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,-2.5,-2.5,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,0.0,0.0,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,2.5,2.5,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,5.0,5.0,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,7.5,7.5,42.962365695779056
0.0,t=0y,dK_0.5y,MtM-band,K,10.0,10.0,48.118941725875
0.0,t=0y,dK_0.5y,MtM-band,K,12.5,12.5,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,K,15.0,15.0,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,K,17.5,17.5,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,K,20.0,20.0,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,K,22.5,22.5,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,K,25.0,25.0,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,K,27.5,27.5,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,K,30.0,30.0,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,K,32.5,32.5,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,K,35.0,35.0,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,q,0.0,0.0,0.0
0.0,t=0y,dK_0.5y,MtM-band,q,5.0,5.0,2.3952735895635984
0.0,t=0y,dK_0.5y,MtM-band,q,10.0,10.0,4.790547179127196
0.0,t=0y,dK_0.5y,MtM-band,q,15.0,15.0,7.185820768690794
0.0,t=0y,dK_0.5y,MtM-band,q,20.0,20.0,9.581094358254392
0.0,t=0y,dK_0.5y,MtM-band,q,25.0,25.0,11.98945933737259
0.0,t=0y,dK_0.5y,MtM-band,q,30.0,30.0,14.516651150414848
0.0,t=0y,dK_0.5y,MtM-band,q,35.0,35.0,16.787914102966788
0.0,t=0y,dK_0.5y,MtM-band,q,40.0,40.0,18.76443178004628
0.0,t=0y,dK_0.5y,MtM-band,q,45.0,45.0,21.537282711642863
0.0,t=0y,dK_0.5y,MtM-band,q,50.0,50.0,25.412557682427064
0.0,t=0y,dK_0.5y,MtM-band,q,55.0,55.0,32.156912911666545
0.0,t=0y,dK_0.5y,MtM-band,q,60.0,60.0,26.45294400289249
0.0,t=0y,dK_0.5y,MtM-band,q,65.0,65.0,28.68885094089938
0.0,t=0y,dK_0.5y,MtM-band,q,70.0,70.0,30.137483158072385
0.0,t=0y,dK_0.5y,MtM-band,q,75.0,75.0,33.418970128280165
0.0,t=0y,dK_0.5y,MtM-band,q,80.0,80.0,36.3671506958967
0.0,t=0y,dK_0.5y,MtM-band,q,85.0,85.0,38.76242428546028
0.0,t=0y,dK_0.5y,MtM-band,q,90.0,90.0,41.15769787502389
0.0,t=0y,dK_0.5y,MtM-band,q,95.0,95.0,43.55470869840368
0.0,t=0y,dK_0.5y,MtM-band,q,100.0,100.0,42.962365695779006
0.0,t=0y,dK_0.5y,MtM-band,q,105.0,105.0,43.24025623810906
0.0,t=0y,dK_0.5y,MtM-band,q,110.0,110.0,52.83717346186901
0.0,t=0y,dK_0.5y,MtM-band,q,115.0,115.0,56.394395516880905
0.0,t=0y,dK_0.5y,MtM-band,q,120.0,120.0,58.89280062704645
0.0,t=0y,dK_0.5y,MtM-band,q,125.0,125.0,61.39120573721195
0.0,t=0y,dK_0.5y,MtM-band,q,130.0,130.0,65.7799936069142
0.0,t=0y,dK_0.5y,MtM-band,q,135.0,135.0,68.35110574629257
0.0,t=0y,dK_0.5y,MtM-band,q,140.0,140.0,70.33026235613545
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.03,-3.0,40.90519066124553
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.0275,-2.75,45.73096508126332
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.024999999999999998,-2.5,47.107747531961685
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.0225,-2.25,47.705874894730734
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.019999999999999997,-1.9999999999999998,51.908098379843565
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.017499999999999998,-1.7499999999999998,56.228871784849616
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.015,-1.5,53.073958893367845
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.012499999999999997,-1.2499999999999998,49.554470537631204
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.009999999999999998,-0.9999999999999999,49.4222443185478
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.0075,-0.75,47.897021664910866
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.0049999999999999975,-0.4999999999999998,47.92750770531278
0.0,t=0y,dK_0.5y,0.5y-greedy,r,-0.0024999999999999988,-0.2499999999999999,47.994639963952835
0.0,t=0y,dK_0.5y,0.5y-greedy,r,0.0,0.0,47.9659840583135
0.0,t=0y,dK_0.5y,0.5y-greedy,r,0.0025000000000000022,0.2500000000000002,47.90547179127191
0.0,t=0y,dK_0.5y,0.5y-greedy,r,0.0050000000000000044,0.5000000000000004,47.905471791271964
0.0,t=0y,dK_0.5y,0.5y-greedy,r,0.0075,0.75,47.90547179127199
0.0,t=0y,dK_0.5y,0.5y-greedy,r,0.010000000000000002,1.0000000000000002,47.90547179127195
0.0,t=0y,dK_0.5y,0.5y-greedy,r,0.012500000000000004,1.2500000000000004,47.90547179127192
0.0,t=0y,dK_0.5y,0.5y-greedy,r,0.015,1.5,47.90547179127195
0.0,t=0y,dK_0.5y,0.5y-greedy,r,0.0175,1.7500000000000002,47.90547179127195
